1930,    19.3, ,     9.7, ,    31.6, ,    14.6, ,    78.5, ,    66.5, ,   103.2, ,    68.3, ,    22.7, ,    23.6, ,    26.6, ,     8.1, ,   472.5, ,    58.8, ,   124.6, ,   238.0, ,    72.8, ,
1931,     9.7, ,     2.6, ,    27.3, ,     8.2, ,    29.5, ,   169.6, ,   116.4, ,   130.7, ,    44.5, ,    22.7, ,    38.6, ,     3.4, ,   603.3, ,    20.4, ,    65.0, ,   416.8, ,   105.7, ,
1932,     4.8, ,    25.1, ,    52.7, ,    80.0, ,    36.7, ,    82.0, ,    56.6, ,    76.0, ,    20.8, ,    46.0, ,    62.3, ,    15.9, ,   558.9, ,    33.4, ,   169.4, ,   214.6, ,   129.1, ,
1933,    11.2, ,    19.1, ,    36.6, ,    18.0, ,    56.4, ,    94.8, ,    75.7, ,    52.2, ,    22.2, ,    62.5, ,    48.3, ,    95.7, ,   592.7, ,    46.2, ,   111.0, ,   222.7, ,   133.0, ,
1934,    10.3, ,     7.6, ,    38.9, ,    21.1, ,    63.6, ,   123.9, ,    72.2, ,    61.8, ,    83.1, ,    16.2, ,    23.7, ,    33.0, ,   555.3, ,   113.5, ,   123.6, ,   257.9, ,   122.9, ,
1935,    81.2, ,     6.3, ,    12.7, ,    71.9, ,    44.3, ,    98.7, ,    84.7, ,    68.9, ,    19.6, ,    70.9, ,    40.3, ,    34.8, ,   634.2, ,   120.5, ,   128.9, ,   252.2, ,   130.8, ,
1936,    48.6, ,    44.8, ,    48.0, ,    38.6, ,    57.8, ,    51.0, ,    91.2, ,   111.2, ,    37.1, ,    24.0, ,    37.8, ,    28.7, ,   618.9, ,   128.2, ,   144.3, ,   253.4, ,    98.9, ,
1937,    55.9, ,     4.2, ,    35.3, ,    16.5, ,    25.1, ,    25.1, ,   123.3, ,    77.7, ,    44.4, ,    14.9, ,    33.3, ,    17.6, ,   473.2, ,    88.7, ,    76.9, ,   226.1, ,    92.7, ,
1938,    16.0, ,    20.7, ,    24.0, ,    20.8, ,    48.6, ,   121.0, ,    74.3, ,   158.8, ,    43.1, ,    13.3, ,    40.9, ,    42.7, ,   624.1, ,    54.3, ,    93.4, ,   354.0, ,    97.3, ,
1939,     3.1, ,    28.8, ,    31.6, ,     7.7, ,    49.5, ,   103.9, ,   121.4, ,    45.3, ,    78.2, ,    88.8, ,    11.7, ,    21.3, ,   591.5, ,    74.6, ,    88.8, ,   270.6, ,   178.8, ,
1940,    38.4, ,    22.4, ,    69.4, ,   100.9, ,    27.3, ,    64.2, ,    94.7, ,    35.0, ,    18.0, ,    44.9, ,    71.9, ,    29.0, ,   616.3, ,    82.2, ,   197.6, ,   193.9, ,   134.9, ,
1941,    14.5, ,    11.1, ,    23.4, ,     5.4, ,    33.9, ,   134.4, ,    61.2, ,   109.1, ,    73.8, ,    18.1, ,    36.9, ,     9.6, ,   531.5, ,    54.6, ,    62.7, ,   304.7, ,   128.9, ,
1942,     4.5, ,    16.5, ,    24.9, ,    26.3, ,    81.6, ,    99.2, ,   119.7, ,    71.1, ,    82.7, ,    17.0, ,   127.7, ,    45.3, ,   716.5, ,    30.6, ,   132.8, ,   290.1, ,   227.4, ,
1943,    30.3, ,    29.4, ,    28.7, ,     2.8, ,    84.2, ,   129.8, ,    90.5, ,   141.9, ,    22.3, ,    13.7, ,    11.3, ,     8.4, ,   593.3, ,   105.0, ,   115.7, ,   362.1, ,    47.4, ,
1944,    19.5, ,    35.9, ,    36.2, ,    18.6, ,   150.6, ,   212.8, ,   107.7, ,    50.8, ,    68.4, ,     3.5, ,    41.5, ,     4.5, ,   749.7, ,    63.8, ,   205.3, ,   371.3, ,   113.4, ,
1945,    64.0, ,    22.2, ,     9.0, ,    23.2, ,    29.8, ,    52.0, ,   126.5, ,    47.9, ,    60.1, ,    25.1, ,    27.0, ,    39.9, ,   526.7, ,    90.6, ,    62.0, ,   226.4, ,   112.2, ,
1946,    21.8, ,    10.7, ,    23.9, ,     8.0, ,    67.5, ,   158.5, ,    58.0, ,    68.8, ,    67.8, ,     5.7, ,    47.9, ,    41.3, ,   579.9, ,    72.4, ,    99.4, ,   285.3, ,   121.4, ,
1947,    51.1, ,    65.6, ,    44.8, ,    55.2, ,    33.1, ,    56.5, ,   150.1, ,    91.0, ,    97.8, ,     5.7, ,    51.1, ,    40.0, ,   742.0, ,   158.0, ,   133.1, ,   297.6, ,   154.6, ,
1948,    25.7, ,    81.5, ,    27.1, ,   114.9, ,    82.9, ,    45.4, ,   168.4, ,   127.1, ,    53.2, ,     9.2, ,    33.5, ,    23.9, ,   792.9, ,   147.2, ,   224.9, ,   341.0, ,    95.8, ,
1949,    36.6, ,    22.3, ,    13.5, ,    11.0, ,    51.7, ,    28.8, ,   122.3, ,    73.4, ,    25.2, ,    22.6, ,     9.6, ,    67.5, ,   484.5, ,    82.8, ,    76.1, ,   224.6, ,    57.4, ,
1950,    52.8, ,     8.2, ,    30.3, ,    50.6, ,    25.6, ,    37.9, ,    77.1, ,    63.2, ,     4.8, ,    36.6, ,    62.6, ,    22.4, ,   472.1, ,   128.4, ,   106.5, ,   178.2, ,   104.0, ,
1951,    46.2, ,    54.4, ,    44.0, ,     9.4, ,    86.4, ,    39.2, ,   133.5, ,    63.3, ,    28.4, ,    50.0, ,    23.9, ,    47.6, ,   626.3, ,   123.0, ,   139.8, ,   235.9, ,   102.4, ,
1952,    43.9, ,    11.8, ,    26.0, ,     6.4, ,    71.7, ,   160.9, ,    95.9, ,    43.9, ,    60.9, ,     6.4, ,     0.3, ,     8.1, ,   536.3, ,   103.4, ,   104.1, ,   300.7, ,    67.6, ,
1953,    97.8, ,    27.5, ,    32.1, ,    46.7, ,    70.5, ,    81.5, ,   123.4, ,   131.8, ,    21.5, ,    20.5, ,     8.2, ,    26.5, ,   687.9, ,   133.3, ,   149.3, ,   336.6, ,    50.3, ,
1954,    18.9, ,    13.6, ,    25.2, ,    46.1, ,   138.2, ,   162.5, ,    72.5, ,   184.4, ,    74.8, ,    16.3, ,     7.4, ,    11.7, ,   771.5, ,    59.0, ,   209.5, ,   419.3, ,    98.5, ,
1955,    21.9, ,     6.9, ,    31.8, ,    38.9, ,    73.5, ,    30.9, ,   187.6, ,    28.2, ,    55.6, ,    44.5, ,    25.6, ,    55.4, ,   600.8, ,    40.4, ,   144.2, ,   246.7, ,   125.6, ,
1956,    35.2, ,    18.3, ,    29.0, ,    17.3, ,     4.5, ,   135.5, ,   128.8, ,    98.4, ,    41.2, ,    21.9, ,     7.6, ,    65.9, ,   603.6, ,   108.8, ,    50.8, ,   362.8, ,    70.6, ,
1957,    28.2, ,    36.3, ,    12.1, ,    35.2, ,    26.0, ,    67.4, ,    93.6, ,   112.0, ,    28.4, ,   101.3, ,    24.5, ,    21.0, ,   586.2, ,   130.4, ,    73.3, ,   273.1, ,   154.3, ,
1958,    18.8, ,    33.2, ,    28.3, ,     8.4, ,    46.1, ,   157.5, ,    43.4, ,    81.2, ,    34.3, ,    11.1, ,     9.5, ,    33.2, ,   505.0, ,    73.0, ,    82.9, ,   282.1, ,    54.9, ,
1959,    29.0, ,    17.3, ,     9.4, ,    44.5, ,    41.7, ,   116.9, ,    31.2, ,    97.5, ,    46.1, ,    48.9, ,    24.0, ,    16.3, ,   522.9, ,    79.5, ,    95.6, ,   245.6, ,   119.0, ,
1960,    20.0, ,    19.7, ,    10.7, ,    13.5, ,    91.8, ,   112.6, ,    73.3, ,    71.2, ,    51.7, ,    23.1, ,    19.0, ,    30.4, ,   537.2, ,    56.0, ,   116.0, ,   257.1, ,    93.8, ,
1961,    19.8, ,    16.7, ,    12.0, ,    30.9, ,    69.5, ,    61.8, ,   124.2, ,    38.5, ,    48.9, ,   104.0, ,    31.2, ,    31.4, ,   588.9, ,    66.9, ,   112.4, ,   224.5, ,   184.1, ,
1962,    32.9, ,    49.4, ,    26.9, ,    17.8, ,    95.0, ,    56.7, ,   180.6, ,    72.9, ,    48.1, ,    31.4, ,    11.5, ,    27.2, ,   650.4, ,   113.7, ,   139.8, ,   310.1, ,    91.0, ,
1963,    38.3, ,    49.2, ,    37.1, ,    66.8, ,    39.9, ,    25.4, ,    63.4, ,    70.9, ,    49.1, ,    30.6, ,    27.9, ,    13.5, ,   512.0, ,   114.7, ,   143.8, ,   159.7, ,   107.6, ,
1964,    21.5, ,    12.8, ,    31.5, ,    45.1, ,    77.6, ,    98.5, ,   140.6, ,    79.5, ,   122.0, ,     6.0, ,    33.1, ,    40.2, ,   708.6, ,    47.7, ,   154.3, ,   318.7, ,   161.2, ,
1965,    63.3, ,    56.5, ,    24.7, ,    48.2, ,   126.3, ,    96.3, ,   233.0, ,    60.9, ,    55.5, ,    11.7, ,    37.3, ,    20.0, ,   833.7, ,   160.0, ,   199.2, ,   390.2, ,   104.5, ,
1966,    66.1, ,    40.3, ,    34.7, ,    28.8, ,    72.3, ,    38.5, ,   135.6, ,   190.8, ,    27.7, ,    26.0, ,    39.9, ,    11.9, ,   712.6, ,   126.4, ,   135.8, ,   364.9, ,    93.6, ,
1967,    49.7, ,    24.0, ,    38.3, ,    14.8, ,    32.7, ,    61.7, ,    64.9, ,    48.2, ,     9.1, ,    54.6, ,    21.5, ,    33.9, ,   453.2, ,    85.6, ,    85.8, ,   174.8, ,    85.2, ,
1968,    34.9, ,    14.3, ,    20.0, ,    23.9, ,    42.4, ,   113.9, ,   117.3, ,    63.1, ,    44.3, ,    21.1, ,    12.5, ,    41.8, ,   549.4, ,    83.0, ,    86.2, ,   294.3, ,    77.9, ,
1969,    29.7, ,    31.3, ,    22.2, ,    34.0, ,    52.7, ,    78.6, ,    83.5, ,    98.2, ,    83.7, ,    37.2, ,    18.3, ,    11.5, ,   580.9, ,   102.7, ,   109.0, ,   260.3, ,   139.2, ,
1970,    17.7, ,    26.7, ,    38.6, ,    25.8, ,    46.0, ,    92.9, ,   158.7, ,    42.2, ,    29.4, ,    18.5, ,    52.8, ,    25.1, ,   574.4, ,    55.9, ,   110.4, ,   293.8, ,   100.7, ,
1971,    96.4, ,    14.6, ,    56.4, ,    25.7, ,    22.4, ,   208.0, ,   221.3, ,    54.8, ,   101.7, ,    20.2, ,    29.7, ,    30.8, ,   881.9, ,   136.1, ,   104.4, ,   484.1, ,   151.6, ,
1972,    24.5, ,    65.1, ,    37.3, ,    21.2, ,    66.3, ,   175.6, ,    76.7, ,    77.9, ,    87.6, ,    48.7, ,    53.7, ,    39.5, ,   774.1, ,   120.4, ,   124.7, ,   330.2, ,   190.1, ,
1973,    13.6, ,    28.9, ,     9.6, ,    43.7, ,    52.8, ,    81.5, ,    52.4, ,    86.3, ,    63.0, ,    34.6, ,    35.8, ,    20.4, ,   522.6, ,    82.0, ,   106.2, ,   220.2, ,   133.4, ,
1974,    81.2, ,    17.8, ,    63.3, ,    36.4, ,    76.6, ,   101.9, ,   107.2, ,    93.3, ,    49.2, ,    20.8, ,    12.1, ,     8.7, ,   668.6, ,   119.4, ,   176.4, ,   302.5, ,    82.1, ,
1975,    24.6, ,    23.0, ,    33.3, ,    20.5, ,    56.5, ,   142.2, ,    52.3, ,   100.0, ,    18.9, ,    19.3, ,    18.5, ,    60.8, ,   570.0, ,    56.3, ,   110.4, ,   294.5, ,    56.7, ,
1976,    33.9, ,    27.0, ,    41.0, ,    25.1, ,    39.1, ,    81.7, ,    91.4, ,   170.7, ,    37.1, ,    23.2, ,    13.2, ,    51.4, ,   634.7, ,   121.7, ,   105.2, ,   343.8, ,    73.4, ,
1977,    34.6, ,     4.9, ,    23.1, ,    23.6, ,   181.7, ,    47.1, ,   149.9, ,   188.3, ,    85.7, ,    12.4, ,    10.2, ,    29.9, ,   791.4, ,    90.9, ,   228.5, ,   385.3, ,   108.3, ,
1978,    34.3, ,    17.1, ,    27.8, ,    45.9, ,    51.6, ,   109.6, ,   139.0, ,    62.4, ,   104.5, ,    24.4, ,    28.2, ,     6.8, ,   651.5, ,    81.3, ,   125.3, ,   311.0, ,   157.0, ,
1979,     8.0, ,    32.5, ,    14.6, ,    46.2, ,    36.0, ,   107.2, ,   131.5, ,    33.3, ,    23.7, ,    39.5, ,    20.4, ,    49.9, ,   542.7, ,    47.3, ,    96.8, ,   272.0, ,    83.5, ,
1980,    21.8, ,    31.6, ,    43.1, ,     5.0, ,   100.8, ,   257.3, ,    77.4, ,   108.4, ,    86.0, ,    15.7, ,    20.3, ,    49.4, ,   816.8, ,   103.3, ,   148.9, ,   443.1, ,   122.0, ,
1981,     3.8, ,    16.9, ,     8.6, ,    14.6, ,   104.2, ,    58.6, ,   101.6, ,    50.4, ,    66.5, ,    23.4, ,     7.4, ,    24.4, ,   480.4, ,    70.1, ,   127.4, ,   210.7, ,    97.3, ,
1982,    90.2, ,    30.5, ,    48.1, ,     8.4, ,    44.8, ,   129.6, ,   230.6, ,   117.8, ,    67.3, ,    25.3, ,    11.0, ,     8.5, ,   812.1, ,   145.1, ,   101.4, ,   478.1, ,   103.5, ,
1983,    15.6, ,    12.4, ,    34.7, ,    23.1, ,    23.2, ,   120.6, ,    98.4, ,    22.8, ,    56.4, ,    38.0, ,    19.2, ,    30.5, ,   494.9, ,    36.5, ,    81.0, ,   241.8, ,   113.6, ,
1984,    48.5, ,     1.7, ,    19.3, ,    15.7, ,    79.5, ,    77.5, ,    70.4, ,    30.5, ,   155.0, ,    38.3, ,    17.5, ,    53.5, ,   607.2, ,    80.7, ,   114.4, ,   178.4, ,   210.8, ,
1985,    17.6, ,    20.5, ,    12.1, ,    30.0, ,    44.7, ,    93.2, ,    40.4, ,   115.4, ,    80.8, ,    25.3, ,    46.6, ,    12.4, ,   538.9, ,    91.6, ,    86.7, ,   249.0, ,   152.7, ,
1986,     9.6, ,    15.2, ,    42.7, ,    63.5, ,    54.7, ,    84.1, ,   232.2, ,    13.9, ,   145.0, ,    14.5, ,    49.7, ,    12.2, ,   737.3, ,    37.2, ,   160.9, ,   330.2, ,   209.1, ,
1987,    10.8, ,    14.6, ,    17.0, ,     6.8, ,    76.5, ,    78.8, ,   120.8, ,    77.3, ,    27.9, ,     7.1, ,     8.5, ,    11.5, ,   457.6, ,    37.7, ,   100.3, ,   276.8, ,    43.5, ,
1988,    18.2, ,    34.0, ,    29.8, ,    10.9, ,    27.6, ,   178.1, ,    50.3, ,    88.9, ,    51.3, ,     7.7, ,    10.6, ,    22.8, ,   530.3, ,    63.7, ,    68.3, ,   317.4, ,    69.7, ,
1989,    43.7, ,    17.9, ,    17.4, ,    24.9, ,    46.9, ,   150.7, ,   163.3, ,   196.0, ,    28.4, ,    23.6, ,    34.2, ,    16.6, ,   763.6, ,    84.4, ,    89.2, ,   510.1, ,    86.2, ,
1990,    47.2, ,    19.8, ,    23.9, ,    30.1, ,    87.9, ,   119.7, ,   123.5, ,    58.5, ,    42.9, ,    22.6, ,    57.2, ,    32.9, ,   666.2, ,    83.5, ,   141.9, ,   301.8, ,   122.7, ,
1991,     4.7, ,    22.3, ,    27.8, ,    79.7, ,    70.0, ,   101.2, ,    89.6, ,    92.5, ,    49.3, ,    79.5, ,    15.0, ,    27.3, ,   659.0, ,    59.9, ,   177.5, ,   283.4, ,   143.8, ,
1992,    21.5, ,    16.7, ,     4.9, ,    42.5, ,    45.1, ,    40.3, ,    78.3, ,    63.0, ,    68.1, ,    17.5, , -9999.9,M,    30.9, , -9999.9,M,    65.4, ,    92.5, ,   181.6, , -9999.9,M,
1993, -9999.9,M,    14.7, ,    21.1, ,    22.8, ,    47.4, ,    75.8, ,    82.7, ,   101.2, ,    40.8, ,    18.0, ,    17.5, ,    27.6, , -9999.9,M, -9999.9,M,    91.3, ,   259.7, ,    76.3, ,
1994,    90.8, , -9999.9,M,     7.0, ,     7.2, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
1995, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
1996, -9999.9,M, -9999.9,M, -9999.9,M,    28.1, ,    90.3, ,    42.9, ,    99.9, ,    40.7, ,    45.4, ,    10.7, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   183.5, , -9999.9,M,
1997, -9999.9,M,     9.1, ,    22.8, ,    16.3, ,    45.3, ,   133.4, , -9999.9,M,    43.9, ,    57.5, ,    35.3, , -9999.9,M,    15.1, , -9999.9,M, -9999.9,M,    84.4, , -9999.9,M, -9999.9,M,
1998,    19.4, ,     2.4, ,    38.4, ,    11.0, ,    47.1, ,    92.6, ,    68.7, ,    57.3, ,    49.6, ,    65.9, , -9999.9,M,    36.5, , -9999.9,M,    36.9, ,    96.6, ,   218.6, , -9999.9,M,
1999,    88.1, ,    14.4, ,    26.1, ,    72.0, ,    53.0, ,    60.3, ,   123.8, , -9999.9,M,     8.9, ,    12.5, ,     7.9, , -9999.9,M, -9999.9,M,   139.0, ,   151.1, , -9999.9,M,    29.3, ,
2000, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    78.8, ,    99.0, , -9999.9,M, -9999.9,M,    49.0, ,    15.5, ,    17.7, ,    15.7, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,    82.2, ,
2001,     5.2, ,     7.5, ,    15.7, ,    27.3, ,    21.6, ,    76.0, ,   243.0, ,    20.3, ,     8.0, ,    26.9, ,    18.1, ,     5.7, ,   475.2, ,    28.3, ,    64.6, ,   339.3, ,    53.0, ,
2002,    11.3, ,    15.6, ,    33.6, ,    20.3, ,    34.1, ,    32.4, ,    50.4, ,    61.9, ,    39.7, ,    32.6, ,    17.9, ,    16.9, ,   366.8, ,    32.6, ,    88.0, ,   144.6, ,    90.3, ,
2003,    46.8, ,    25.7, ,    23.3, ,    69.9, ,    43.8, ,    74.9, ,    57.6, ,    41.7, ,    21.2, ,    52.8, ,    15.7, ,     3.1, ,   476.5, ,    89.4, ,   137.0, ,   174.2, ,    89.7, ,
2004,    26.4, ,     1.3, ,    14.6, ,    21.7, ,    52.1, ,    64.3, ,   114.4, ,    83.0, ,    58.5, ,    43.4, ,    21.5, ,    28.0, ,   529.4, ,    30.8, ,    88.4, ,   261.8, ,   123.5, ,
2005,    38.9, ,    24.7, ,    25.5, ,    15.4, ,    56.4, ,   134.8, ,    80.8, ,    61.0, ,    68.4, ,    30.3, ,    38.9, ,     6.9, ,   582.0, ,    91.5, ,    97.4, ,   276.5, ,   137.6, ,
2006,     0.0, ,     0.0, ,     7.4, ,     0.0, , -9999.9,M,    19.0, , -9999.9,M,    50.4, ,    12.5, ,    19.8, ,    15.8, , -9999.9,M, -9999.9,M,     6.9, , -9999.9,M, -9999.9,M,    48.1, ,
2007, -9999.9,M, -9999.9,M, -9999.9,M,    19.9, ,    12.4, ,    94.1, ,    25.1, ,    91.1, ,    22.6, ,    16.6, ,    24.2, , -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,   210.3, ,    63.3, ,
2008, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
2009, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
2010, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M, -9999.9,M,
